Name,State,Notes,User,Tags,Created,Runtime,Sweep,additional.System,additional.run_by,decomposition_type,experimentation.output_path,experimentation.seed,fe.fe_order,fe.fe_type,fe.quad_order,fe.quad_type,fe.rank_list,geometry.exact_solution.exact_solution_file_name,geometry.exact_solution.exact_solution_generation,geometry.external_mesh_params.boundary_refinement_level,geometry.external_mesh_params.boundary_sampling_method,geometry.external_mesh_params.mesh_file_name,geometry.generate_mesh_plot,geometry.internal_mesh_params.n_boundary_points,geometry.internal_mesh_params.n_cells_x,geometry.internal_mesh_params.n_cells_y,geometry.internal_mesh_params.n_test_points_x,geometry.internal_mesh_params.n_test_points_y,geometry.internal_mesh_params.x_max,geometry.internal_mesh_params.x_min,geometry.internal_mesh_params.y_max,geometry.internal_mesh_params.y_min,geometry.mesh_generation_method,geometry.mesh_type,logging.plot_residual_images,logging.print_verbose,logging.test_errors_last_n_epochs,logging.update_console_output,logging.update_progress_bar,logging.update_solution_images,model.activation,model.dtype,model.epochs,model.learning_rate.decay_rate,model.learning_rate.decay_steps,model.learning_rate.initial_learning_rate,model.learning_rate.staircase,model.learning_rate.use_lr_scheduler,model.model_architecture,model.set_memory_growth,model.use_attention,pde.beta,wandb.entity,wandb.project_name,wandb.use_wandb,wandb.wandb_run_prefix,epoch,epochs_per_sec,l2,l2_relative,linf,linf_relative,loss_dirichlet,loss_pde,min_l1,min_l1_rel,min_l2,min_l2_rel,min_linf,min_linf_rel,time_per_epoch,time_taken,total_loss,first_element
gear_4_seed_914_31_Jul_2024_04_27,finished,-,,,2024-07-30T22:56:24.000Z,1940,,21,Jovita,tucker,output/gear_test_seeding/tucker/4x16x25_914,914,4,jacobi,5,gauss-jacobi,"[4, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_4_seed_914,100000,306.8399574698263,0.0209009230993708,0.0698020683284546,0.0593900102348328,0.0653400733327313,6.18493213551e-05,0.000501615810208,0.0128645357956414,0.0651975125834484,0.0167733906194668,0.0560174951390128,0.0617503017921638,0.0679368336773218,0.0032590279579162,5.76469612121582,0.0008108624024316,4
gear_4_seed_759_31_Jul_2024_03_55,finished,-,,,2024-07-30T22:23:49.000Z,1942,,21,Jovita,tucker,output/gear_test_seeding/tucker/4x16x25_759,759,4,jacobi,5,gauss-jacobi,"[4, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_4_seed_759,100000,315.03946007622443,0.0229400829154755,0.0766121777259989,0.0547051734275817,0.0601858802398645,6.3513572968e-05,0.000552769692149,0.0141742128868375,0.0718349606802884,0.0183763754420944,0.0613709264485558,0.048852160340744,0.0537464756531465,0.0031742055416107,5.579813718795776,0.0008703375933691,4
gear_4_seed_693_31_Jul_2024_03_22,finished,-,,,2024-07-30T21:51:17.000Z,1939,,21,Jovita,tucker,output/gear_test_seeding/tucker/4x16x25_693,693,4,jacobi,5,gauss-jacobi,"[4, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_4_seed_693,100000,306.9588394664543,0.0185586860676242,0.061979782750248,0.0445993829116821,0.0490676283523304,6.37676639598e-05,0.000474261411,0.0127070470688596,0.0643993591631289,0.0167524798196864,0.0559476600858845,0.0500150101145095,0.0550258269984713,0.0032577657699584,5.751216173171997,0.0007930997526273,4
gear_4_seed_105_31_Jul_2024_02_50,finished,-,,,2024-07-30T21:18:40.000Z,1945,,21,Jovita,tucker,output/gear_test_seeding/tucker/4x16x25_105,105,4,jacobi,5,gauss-jacobi,"[4, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_4_seed_105,100000,302.1924512263665,0.0158456569255836,0.0529191759698944,0.039888077960968,0.0438843153716572,4.29769934271e-05,0.000368677516235,0.0098938815108888,0.0501422262374881,0.0128002924491386,0.0427486807118998,0.0411927313842487,0.045319677144014,0.0033091495037078,5.660841464996338,0.0005835624760948,4
gear_4_seed_755_31_Jul_2024_02_17,finished,-,,,2024-07-30T20:46:14.000Z,1933,,21,Jovita,tucker,output/gear_test_seeding/tucker/4x16x25_755,755,4,jacobi,5,gauss-jacobi,"[4, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_4_seed_755,100000,299.95098438151,0.0190852670746169,0.0637383865810845,0.0504142281513214,0.0554650411979283,5.15205210831e-05,0.0004328713694121,0.0118687425384366,0.0601508288594139,0.0155494537777151,0.0519299568685026,0.0426246110190963,0.0468950114464438,0.0033338780403137,5.781968832015991,0.0006904739420861,4
gear_2_seed_914_30_Jul_2024_23_05,finished,-,,,2024-07-30T17:33:47.000Z,1911,,21,Jovita,tucker,output/gear_test_seeding/tucker/2x16x25_914,914,4,jacobi,5,gauss-jacobi,"[2, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_2_seed_914,100000,303.0262571932815,0.0198269325586866,0.0662153003781335,0.0489941543884276,0.0539026955536276,5.4159125284e-05,0.000472436659038,0.0126997251435104,0.0643622516197501,0.0163911616352271,0.054740978616361,0.0517182098385086,0.0568996639354637,0.0033000440597534,5.663856983184815,0.0007432323182001,2
gear_2_seed_759_30_Jul_2024_22_33,finished,-,,,2024-07-30T17:01:44.000Z,1911,,21,Jovita,tucker,output/gear_test_seeding/tucker/2x16x25_759,759,4,jacobi,5,gauss-jacobi,"[2, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_2_seed_759,100000,307.7805902119951,0.0190768188506052,0.0637101723483006,0.0435042593154907,0.0478627884171188,4.99953603139e-05,0.0004687568580266,0.0120811288674137,0.0612272035204198,0.0157087742122128,0.0524620336481768,0.0455554944934425,0.0501195291790768,0.0032490677833557,5.538039207458496,0.0007187336450442,2
gear_2_seed_693_30_Jul_2024_22_01,finished,-,,,2024-07-30T16:29:31.000Z,1919,,21,Jovita,tucker,output/gear_test_seeding/tucker/2x16x25_693,693,4,jacobi,5,gauss-jacobi,"[2, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_2_seed_693,100000,304.0457407069254,0.0218995871222154,0.0731372709904781,0.054071795173645,0.0594890461865289,5.75659578316e-05,0.0005112037761136,0.0142626567238006,0.0722831943565694,0.0191300106829036,0.0638878152157933,0.0500763132591247,0.0550932718759658,0.0032889788150787,5.712822437286377,0.0007990335579961,2
gear_2_seed_105_30_Jul_2024_21_28,finished,-,,,2024-07-30T15:57:26.000Z,1911,,21,Jovita,tucker,output/gear_test_seeding/tucker/2x16x25_105,105,4,jacobi,5,gauss-jacobi,"[2, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_2_seed_105,100000,306.01892831387767,0.0165290914253201,0.0552016178229086,0.0439074972114562,0.04830642521039,4.21885015384e-05,0.0003302476252429,0.0100955584807001,0.0511643258286387,0.0133691694961901,0.0446485391210231,0.0359535800170898,0.0395556347877684,0.0032677717208862,5.513843059539795,0.0005411901511251,2
gear_2_seed_755_30_Jul_2024_20_56,finished,-,,,2024-07-30T15:25:01.000Z,1932,,21,Jovita,tucker,output/gear_test_seeding/tucker/2x16x25_755,755,4,jacobi,5,gauss-jacobi,"[2, 16, 25]",fem_output_gear_forward_sin.csv,external,2,uniform,meshes/gear.mesh,True,2000,8,8,100,100,1,0,1,0,external,quadrilateral,True,True,1000,1000,1000,1000,tanh,float32,100000,0.99,1000,0.005,False,True,"[2,50,50,50,1]",False,False,5,starslab-iisc,Gear_experiment_Tucker_Decomposition_seeding,True,gear_2_seed_755,100000,303.982850637901,0.0173306540446225,0.0578785679487987,0.0478619621944427,0.0526570732563893,4.27150007453e-05,0.0003727078437805,0.0107478108184084,0.0544699429663926,0.0139827577690247,0.0466977180181614,0.0414588285582504,0.0456124335990838,0.0032896592617034,5.652467012405396,0.0005862828111276,2
