"Name","State","Notes","User","Tags","Created","Runtime","Sweep","additional.System","additional.run_by","experimentation.output_path","experimentation.seed","fe.fe_order","fe.fe_type","fe.quad_order","fe.quad_type","fe.rank_list","fe.svd_rank","geometry.exact_solution.exact_solution_file_name","geometry.exact_solution.exact_solution_generation","geometry.external_mesh_params.boundary_refinement_level","geometry.external_mesh_params.boundary_sampling_method","geometry.external_mesh_params.mesh_file_name","geometry.generate_mesh_plot","geometry.internal_mesh_params.n_boundary_points","geometry.internal_mesh_params.n_cells_x","geometry.internal_mesh_params.n_cells_y","geometry.internal_mesh_params.n_test_points_x","geometry.internal_mesh_params.n_test_points_y","geometry.internal_mesh_params.x_max","geometry.internal_mesh_params.x_min","geometry.internal_mesh_params.y_max","geometry.internal_mesh_params.y_min","geometry.mesh_generation_method","geometry.mesh_type","inverse.Sensor_data_file","inverse.num_sensor_points","logging.plot_residual_images","logging.print_verbose","logging.test_errors_last_n_epochs","logging.update_console_output","logging.update_progress_bar","logging.update_solution_images","model.activation","model.dtype","model.epochs","model.learning_rate.decay_rate","model.learning_rate.decay_steps","model.learning_rate.initial_learning_rate","model.learning_rate.staircase","model.learning_rate.use_lr_scheduler","model.model_architecture","model.set_memory_growth","model.use_attention","pde.beta","wandb.entity","wandb.project_name","wandb.use_wandb","wandb.wandb_run_prefix","epoch","epochs_per_sec","l1","l1_inverse","l1_inverse_relative","l2","l2_inverse","l2_inverse_relative","l2_relative","linf","linf_inverse","linf_inverse_relative","linf_relative","loss_dirichlet","loss_pde","sensor_loss","time_per_epoch","total_loss"
"5_seed_914_28_Sep_2024_16_25","finished","-","","","2024-09-28T10:52:16.000Z","580","","23","Jovita","output/gear_inv/svd/5_914","914","4","jacobi","5","gauss-jacobi","[10,16,25]","5","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","5_seed_914","40000","104.86223071610844","0.0014554332525629906","0.025468683212942267","0.0561830621971619","0.001506490201249112","0.029942218953223534","0.05973553737002031","0.001749709131428323","0.002801832520244796","0.1024143554232072","0.12178959542229788","0.002535465447455471","0.0000024465055048494833","0.000011823693057522178","0.0000032403295335825533","0.009536322021484377","0.00006869203934911638"
"5_seed_759_28_Sep_2024_16_13","finished","-","","","2024-09-28T10:40:12.000Z","579","","23","Jovita","output/gear_inv/svd/5_759","759","4","jacobi","5","gauss-jacobi","[10,16,25]","5","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","5_seed_759","40000","104.9116494326712","0.0009645438739368454","0.03127413817238781","0.06898970140745307","0.0011832399941888185","0.0427576320507096","0.0853026334223558","0.001374271018017079","0.0033716608743501464","0.15312250652495296","0.1820909582710352","0.0030511208595385268","0.000006433771886804607","0.000011829740287794266","0.000005589334250544198","0.009531829929351806","0.00013206081348471344"
"5_seed_693_28_Sep_2024_16_04","finished","-","","","2024-09-28T10:30:23.000Z","575","","23","Jovita","output/gear_inv/svd/5_693","693","4","jacobi","5","gauss-jacobi","[10,16,25]","5","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","5_seed_693","40000","104.9307529991071","0.00026752775041732435","0.029519077952239004","0.06511809734045217","0.0003435990007954487","0.03526457863563792","0.07035378901670816","0.00039907216704294414","0.0015444380814240155","0.09362922682976238","0.11134245397706592","0.0013976100865739404","1.2158014328633726e-7","0.000011814232493634336","1.1650738684920725e-7","0.009530094575881958","0.000014195107723935507"
"5_seed_105_28_Sep_2024_15_54","finished","-","","","2024-09-28T10:20:33.000Z","578","","23","Jovita","output/gear_inv/svd/5_105","105","4","jacobi","5","gauss-jacobi","[10,16,25]","5","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","5_seed_105","40000","104.94634577838058","0.0009287111934332517","0.027245855017471017","0.06010344367876683","0.001104286165207461","0.032880211893558976","0.06559691281966344","0.0012825702984137475","0.0026175979356095613","0.10085543672028452","0.11993575298643382","0.0023687458379878304","0.0000011331019322824432","0.000011815283869509584","0.000001096145069823251","0.009528678607940674","0.00003410775389056653"
"5_seed_755_28_Sep_2024_15_44","finished","-","","","2024-09-28T10:10:42.000Z","579","","23","Jovita","output/gear_inv/svd/5_755","755","4","jacobi","5","gauss-jacobi","[10,16,25]","5","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","5_seed_755","40000","104.934638814432","0.0024554531814037456","0.07170939497364817","0.15818852369556374","0.0031418602308351203","0.08942651432311165","0.17840831691746703","0.003649105404738489","0.01141584412859209","0.17881415428001818","0.21264307543167835","0.010330552640974336","0.00017231152742169795","0.000011923492820642425","0.00015450091450475156","0.009529741668701172","0.0032800480257719755"
"4_seed_914_28_Sep_2024_15_34","finished","-","","","2024-09-28T10:00:51.000Z","577","","23","Jovita","output/gear_inv/svd/4_914","914","4","jacobi","5","gauss-jacobi","[10,16,25]","4","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","4_seed_914","40000","105.1699558204864","0.0008766152107174685","0.037322673865233365","0.08233256857461814","0.001022914890982483","0.04349630242660801","0.0867763008186346","0.0011880618433110523","0.002902274296743945","0.13449929728722088","0.15994452079988516","0.002626358337003483","0.0000015028667803562712","0.000012806556696887128","0.0000011285802656857411","0.009508418941497804","0.00003912102692993358"
"4_seed_759_28_Sep_2024_15_24","finished","-","","","2024-09-28T09:51:02.000Z","577","","23","Jovita","output/gear_inv/svd/4_759","759","4","jacobi","5","gauss-jacobi","[10,16,25]","4","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","4_seed_759","40000","105.1954805197458","0.00034755361370679996","0.04074835196787043","0.08988949973979554","0.00043886393138973135","0.04891653900669585","0.09758981952578206","0.0005097173732497243","0.0019495112473175704","0.14569940844956308","0.17326352282367102","0.0017641734012594208","1.786213061905073e-7","0.00001279892967431806","1.808116110169067e-7","0.009506111812591552","0.000016393258192692883"
"4_seed_693_28_Sep_2024_15_14","finished","-","","","2024-09-28T09:41:06.000Z","581","","23","Jovita","output/gear_inv/svd/4_693","693","4","jacobi","5","gauss-jacobi","[10,16,25]","4","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","4_seed_693","40000","105.12968666771314","0.00026255229586706575","0.04211988973707174","0.0929150661245404","0.00033360907787797345","0.04966055756793648","0.09907415669659798","0.00038746939701730546","0.0014613923400662587","0.12739089408044613","0.15149131570891716","0.0013224594106325677","1.5537590059011566e-7","0.000012795426300726833","1.1851760461922824e-7","0.009512061071395874","0.00001553436231915839"
"4_seed_105_28_Sep_2024_15_04","finished","-","","","2024-09-28T09:31:14.000Z","578","","23","Jovita","output/gear_inv/svd/4_105","105","4","jacobi","5","gauss-jacobi","[10,16,25]","4","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","4_seed_105","40000","105.20300197005308","0.0007167970247823004","0.03816673605636614","0.08419454149980601","0.0007919870091659174","0.04533372926212697","0.0904420170960184","0.0009198512547650262","0.001947391667977416","0.1228146411440324","0.14604930524687956","0.0017622553279480185","7.424506520692375e-7","0.000012796688679372892","7.829721653251909e-7","0.009505432176589966","0.0000280509157164488"
"4_seed_755_28_Sep_2024_14_55","finished","-","","","2024-09-28T09:21:24.000Z","578","","23","Jovita","output/gear_inv/svd/4_755","755","4","jacobi","5","gauss-jacobi","[10,16,25]","4","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","4_seed_755","40000","105.20235020567098","0.002539621197212591","0.040693964700359096","0.0897695232491472","0.0026281467573578054","0.04718702024528738","0.09413938277740126","0.003052454225238127","0.0046249001853448934","0.1259085394403886","0.14972852209332543","0.004185216115932532","0.000007142541562643601","0.000012795862858183682","0.000006809313617850421","0.009505491065979005","0.0001523144164821133"
"3_seed_914_28_Sep_2024_14_45","finished","-","","","2024-09-28T09:11:34.000Z","577","","23","Jovita","output/gear_inv/svd/3_914","914","4","jacobi","5","gauss-jacobi","[10,16,25]","3","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","3_seed_914","40000","105.4074378722474","0.0009014427328692392","0.07061481523958794","0.1557739174607503","0.0011553135392126496","0.08097595275000333","0.16154921781607182","0.0013418359094184904","0.003210428742364546","0.1945108399648672","0.23130933555828895","0.002905216885366169","0.0000012954075145898969","0.000015593890566378832","0.0000013332175967661897","0.00948699655532837","0.000041880142816808075"
"3_seed_759_28_Sep_2024_14_35","finished","-","","","2024-09-28T09:01:42.000Z","579","","23","Jovita","output/gear_inv/svd/3_759","759","4","jacobi","5","gauss-jacobi","[10,16,25]","3","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","3_seed_759","40000","105.41924792522988","0.0003024690490658042","0.07218062792467528","0.15922804780348676","0.0003663513172037039","0.08380381768226979","0.1671908849083695","0.0004254977858406382","0.0018625480705902753","0.21261331120911509","0.25283651931949386","0.001685477716131976","1.2006992733404334e-7","0.00001558598523843102","1.0294552765799381e-7","0.00948593373298645","0.000017816139006754383"
"3_seed_693_28_Sep_2024_14_25","finished","-","","","2024-09-28T08:51:55.000Z","575","","23","Jovita","output/gear_inv/svd/3_693","693","4","jacobi","5","gauss-jacobi","[10,16,25]","3","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","3_seed_693","40000","105.37836936355777","0.0007786664866363135","0.07476351724809968","0.16492581514752427","0.0009522169214936572","0.08637968345834997","0.17232980686226926","0.0011059498702723476","0.0025026235856567824","0.19106790105286509","0.2272150449149149","0.0022647019704323725","0.000001663091211412393","0.00001558199255669024","0.0000013500316526915412","0.00948961353302002","0.0000457132191513665"
"3_seed_105_28_Sep_2024_14_15","finished","-","","","2024-09-28T08:42:02.000Z","580","","23","Jovita","output/gear_inv/svd/3_105","105","4","jacobi","5","gauss-jacobi","[10,16,25]","3","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","3_seed_105","40000","105.38258336170718","0.00026818819685252293","0.06829810322491178","0.15066332834527846","0.00033249992828702927","0.07939877747135254","0.158402710439845","0.0003861811781057016","0.0016377021531892575","0.20533540526810556","0.2441817441523376","0.0014820076477205","1.6215648201978186e-7","0.000015587334928568453","1.1553333933989053e-7","0.009489234066009522","0.000018364233255852017"
"3_seed_755_28_Sep_2024_14_05","finished","-","","","2024-09-28T08:32:10.000Z","579","","23","Jovita","output/gear_inv/svd/3_755","755","4","jacobi","5","gauss-jacobi","[10,16,25]","3","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","3_seed_755","40000","105.36825089588804","0.0009733009740348106","0.0742429890500304","0.16377754737557124","0.0011936111903184882","0.08568821659994597","0.17095031176122646","0.0013863166168247385","0.004000132974984472","0.1993313697952357","0.23704183639116205","0.003619844822992584","4.308373604544613e-7","0.000015593774151057005","4.156266868449166e-7","0.009490524816513062","0.000024058415874606"
"2_seed_914_28_Sep_2024_13_55","finished","-","","","2024-09-28T08:22:23.000Z","575","","23","Jovita","output/gear_inv/svd/2_914","914","4","jacobi","5","gauss-jacobi","[10,16,25]","2","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","2_seed_914","40000","105.5892245693644","0.0003254935876801674","0.07568418427205004","0.16695677576833853","0.0004152856829239358","0.08838518033759118","0.17633082742666115","0.00048233247780899623","0.0015504409532380858","0.25089870467400066","0.2983649275334005","0.0014030422721025564","2.2951981293317658e-7","0.00001672932194196619","1.448404702841799e-7","0.009470663356781006","0.0000204729240067536"
"2_seed_759_28_Sep_2024_13_46","finished","-","","","2024-09-28T08:12:34.000Z","577","","23","Jovita","output/gear_inv/svd/2_759","759","4","jacobi","5","gauss-jacobi","[10,16,25]","2","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","2_seed_759","40000","105.64264369059528","0.003589951076043241","0.08427598976951733","0.1859100109479581","0.004136169693812419","0.1010306402306452","0.20155886223539393","0.0048039435479899015","0.008977596924765185","0.25982412377777964","0.30897890032199815","0.008124106862010394","0.0000037372838050941937","0.000016728687114664353","0.000003000870719915838","0.009465874433517455","0.00008411023009102792"
"2_seed_693_28_Sep_2024_13_36","finished","-","","","2024-09-28T08:02:45.000Z","577","","23","Jovita","output/gear_inv/svd/2_693","693","4","jacobi","5","gauss-jacobi","[10,16,25]","2","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","2_seed_693","40000","105.65350315905512","0.0004206191557435508","0.0922315683732204","0.2034597509077816","0.000529252589176833","0.10603354944606096","0.21153980155265564","0.0006146990450697651","0.0024183449119351552","0.24805453101578623","0.29498267943240625","0.0021884355756230604","4.301375042814471e-7","0.00001672329926805105","3.986779404385743e-7","0.00946490149497986","0.000025011453544721007"
"2_seed_105_28_Sep_2024_13_26","finished","-","","","2024-09-28T07:52:53.000Z","579","","23","Jovita","output/gear_inv/svd/2_105","105","4","jacobi","5","gauss-jacobi","[10,16,25]","2","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","2_seed_105","40000","105.62137456482186","0.0003309574624353162","0.08020059375667209","0.17691982383253638","0.0004003740918228239","0.0930932947154653","0.1857236430627098","0.00046501344905453944","0.0021596600274873534","0.2168259290832606","0.2578461004904228","0.0019543435727794687","2.287077762730405e-7","0.000016723726730560884","1.7786366868222106e-7","0.009467780590057371","0.000020789440895896405"
"2_seed_755_28_Sep_2024_13_16","finished","-","","","2024-09-28T07:43:01.000Z","580","","23","Jovita","output/gear_inv/svd/2_755","755","4","jacobi","5","gauss-jacobi","[10,16,25]","2","fem_output_gear_forward_sin.csv","external","2","uniform","meshes/gear.mesh","true","2000","8","8","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","true","true","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_svd","true","2_seed_755","40000","105.6294933321468","0.0003111304042002224","0.08206246782306562","0.18102705566705515","0.0003948418431570894","0.09530455747690245","0.19013517213231945","0.0004585880332106516","0.0018298847252533612","0.25058450976792246","0.297991291724857","0.0016559196383733469","2.1197308797127337e-7","0.00001672670077823568","1.743268285281374e-7","0.00946705288887024","0.00002058969948848244"
