"Name","State","Notes","User","Tags","Created","Runtime","Sweep","additional.System","additional.run_by","decomposition_type","experimentation.output_path","experimentation.seed","fe.fe_order","fe.fe_type","fe.quad_order","fe.quad_type","fe.rank_list","geometry.external_mesh_params.boundary_refinement_level","geometry.external_mesh_params.boundary_sampling_method","geometry.external_mesh_params.mesh_file_name","geometry.internal_mesh_params.n_boundary_points","geometry.internal_mesh_params.n_cells_x","geometry.internal_mesh_params.n_cells_y","geometry.internal_mesh_params.n_test_points_x","geometry.internal_mesh_params.n_test_points_y","geometry.internal_mesh_params.x_max","geometry.internal_mesh_params.x_min","geometry.internal_mesh_params.y_max","geometry.internal_mesh_params.y_min","geometry.mesh_generation_method","geometry.mesh_type","inverse.Sensor_data_file","inverse.num_sensor_points","logging.update_console_output","logging.update_progress_bar","logging.update_solution_images","model.activation","model.dtype","model.epochs","model.learning_rate.decay_rate","model.learning_rate.decay_steps","model.learning_rate.initial_learning_rate","model.learning_rate.staircase","model.learning_rate.use_lr_scheduler","model.model_architecture","model.set_memory_growth","model.use_attention","pde.beta","wandb.entity","wandb.project_name","wandb.use_wandb","wandb.wandb_run_prefix","epoch","epochs_per_sec","l1","l1_inverse","l1_inverse_relative","l2","l2_inverse","l2_inverse_relative","l2_relative","linf","linf_inverse","linf_inverse_relative","linf_relative","loss_dirichlet","loss_pde","sensor_loss","time_per_epoch","time_taken","total_loss"
"16_seed_914_26_Sep_2024_21_14","finished","-","","","2024-09-26T15:41:54.000Z","447","","23","Jovita","tucker","output/gear_inv/tucker/16_914","914","4","jacobi","5","gauss-jacobi","[16,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","16_seed_914","40000","100.88247196730052","0.0005879634382489949","0.012953447840957942","0.02857487211378125","0.0006800540352579303","0.016841902935078076","0.033600052278433434","0.0007898469929435133","0.0017293211881217465","0.055545435096974294","0.06605378747990519","0.001564916563839528","7.248621614053263e-7","4.185025304082046e-8","4.933052082378708e-7","0.009912524747848511","4.592714548110962","0.00001222352420882089"
"16_seed_759_26_Sep_2024_21_06","finished","-","","","2024-09-26T15:34:15.000Z","447","","23","Jovita","tucker","output/gear_inv/tucker/16_759","759","4","jacobi","5","gauss-jacobi","[16,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","16_seed_759","40000","100.96258658394696","0.0004004906336604516","0.01356759290195018","0.02992965555002395","0.0005173527289716632","0.01813522575454656","0.036180266314492456","0.0006008779833420206","0.001638786775959078","0.08049540295814983","0.09572391017955303","0.0014829891566210257","1.3719157720970546e-7","2.7144716696625437e-8","1.852015429903986e-7","0.009904659080505371","4.855537176132202","0.000003251076122978702"
"16_seed_693_26_Sep_2024_20_59","finished","-","","","2024-09-26T15:26:35.000Z","447","","23","Jovita","tucker","output/gear_inv/tucker/16_693","693","4","jacobi","5","gauss-jacobi","[16,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","16_seed_693","40000","100.96759229119536","0.00092659181365132","0.008421812264204964","0.018578235800278984","0.0010607153973463232","0.011579468150009316","0.023101352424162055","0.0012319651432479422","0.0032802280753873037","0.04535281183900286","0.05393287476458724","0.002968380474144551","9.894748700389755e-7","2.6846462830576456e-8","0.000001049448769663286","0.009904168033599852","4.751047849655151","0.000020416082406882197"
"16_seed_105_26_Sep_2024_20_51","finished","-","","","2024-09-26T15:18:54.000Z","448","","23","Jovita","tucker","output/gear_inv/tucker/16_105","105","4","jacobi","5","gauss-jacobi","[16,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","16_seed_105","40000","100.90826396922292","0.0007545492247482651","0.013805483147102476","0.030454433463657803","0.0009113419783157826","0.017770513811103537","0.035452656114297584","0.001058475773683043","0.002753739521963672","0.05284613311243774","0.06284381857212043","0.00249194459653906","0.000001239268499375612","2.4803387788097098e-8","0.00000113877149487962","0.009909991121292112","4.817915678024292","0.000023805203454685397"
"16_seed_755_26_Sep_2024_20_43","finished","-","","","2024-09-26T15:11:16.000Z","447","","23","Jovita","tucker","output/gear_inv/tucker/16_755","755","4","jacobi","5","gauss-jacobi","[16,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","16_seed_755","40000","100.9465578558653","0.0003998407914242644","0.008526247590612709","0.018808616632695382","0.0005092565253163059","0.011242955211132792","0.02243000000144557","0.000591474668634805","0.0025788006156705068","0.04480908885216228","0.05328628764976845","0.002333636935707421","3.477783252492373e-7","2.6028354582763313e-8","2.946901531686308e-7","0.009906231784820555","4.7036519050598145","0.000006450713044614531"
"4_seed_914_26_Sep_2024_20_36","finished","-","","","2024-09-26T15:04:06.000Z","417","","23","Jovita","tucker","output/gear_inv/tucker/4_914","914","4","jacobi","5","gauss-jacobi","[4,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","4_seed_914","40000","108.96424104767765","0.0007511723800147585","0.01298457294443711","0.02864353304964677","0.0008388961620350007","0.016916234469849207","0.03374834570251228","0.0009743337685275102","0.002077233499675702","0.05734439134550812","0.06819307891796567","0.0018797532424474077","0.000001347867737422348","3.871944898037327e-8","0.0000012368604984658305","0.009177322673797608","4.551295757293701","0.000025886001822073013"
"4_seed_759_26_Sep_2024_20_29","finished","-","","","2024-09-26T14:56:58.000Z","416","","23","Jovita","tucker","output/gear_inv/tucker/4_759","759","4","jacobi","5","gauss-jacobi","[4,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","4_seed_759","40000","109.10611690922454","0.0004744099598610417","0.016450102924399593","0.03628837612152651","0.0006240995276559154","0.020409705101753137","0.04071791418403255","0.0007248587754199984","0.0019463435391737784","0.06766049638008587","0.08046083428588603","0.001761306843573273","3.192596125245473e-7","2.9278211854943947e-8","3.7168720723457227e-7","0.00916538896560669","4.572878122329712","0.000006938746082596481"
"4_seed_693_26_Sep_2024_20_22","finished","-","","","2024-09-26T14:49:49.000Z","416","","23","Jovita","tucker","output/gear_inv/tucker/4_693","693","4","jacobi","5","gauss-jacobi","[4,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","4_seed_693","40000","109.09252320463096","0.002216957565025124","0.016585354450675164","0.03658673645878729","0.0024248359962534445","0.020170836769824008","0.040241365395488914","0.0028163194698132437","0.005848829911215381","0.05041390639751181","0.05995145151711078","0.005292788216561565","0.000010214812391495798","3.582950824920772e-8","0.000008532419997209217","0.0091665310382843","4.716468572616577","0.0001875081507023424"
"4_seed_105_26_Sep_2024_20_15","finished","-","","","2024-09-26T14:42:38.000Z","420","","23","Jovita","tucker","output/gear_inv/tucker/4_105","105","4","jacobi","5","gauss-jacobi","[4,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","4_seed_105","40000","109.1841934467482","0.002064720665172432","0.042604986626987355","0.09398517361733488","0.0025799098210872815","0.057247087669340016","0.11420948962196174","0.002996429560892697","0.007823591397268848","0.141642003654964","0.16843851868868684","0.007079811344702333","0.000010116839803231414","6.451396927786845e-8","0.000007294771421584301","0.009158834886550903","4.599916934967041","0.0001741806190693751"
"4_seed_755_26_Sep_2024_20_08","finished","-","","","2024-09-26T14:35:29.000Z","417","","23","Jovita","tucker","output/gear_inv/tucker/4_755","755","4","jacobi","5","gauss-jacobi","[4,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","4_seed_755","40000","109.31105537074129","0.0007392881147614837","0.009952288863771645","0.021954415921796224","0.0008515200118349583","0.012474277552562025","0.024886521405416803","0.0009889957060897005","0.0034431275695584462","0.04036544337486736","0.04800197196332477","0.0031157932962509985","9.340492965748126e-7","2.4981407165114433e-8","7.597284366056556e-7","0.009148205518722537","4.677135229110718","0.000016962760128080845"
"2_seed_914_26_Sep_2024_20_00","finished","-","","","2024-09-26T14:28:26.000Z","411","","23","Jovita","tucker","output/gear_inv/tucker/2_914","914","4","jacobi","5","gauss-jacobi","[2,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","2_seed_914","40000","110.98409049091612","0.0008718150530676185","0.01168874768912589","0.025784985934858857","0.0010308553901375503","0.015423640168202992","0.030770579665080105","0.001197284315430818","0.0038697172860933104","0.05696456208443157","0.06774139173168298","0.0035018276072595208","0.000001742086510603258","4.4643307717251446e-8","0.000001125824269365694","0.00901030044555664","4.803624153137207","0.000028723750801873393"
"2_seed_759_26_Sep_2024_19_53","finished","-","","","2024-09-26T14:21:23.000Z","411","","23","Jovita","tucker","output/gear_inv/tucker/2_759","759","4","jacobi","5","gauss-jacobi","[2,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","2_seed_759","40000","111.00175352062833","0.00031734358516613645","0.014041530807967726","0.030975146698064355","0.0003763360666258383","0.018232901827583105","0.036375132724364954","0.00043709454712355047","0.0015517101148225798","0.07076148762917034","0.08414848596394857","0.00140419077591978","1.1668947763610049e-7","3.53869538116669e-8","1.250965340204857e-7","0.009008866691589356","5.841046094894409","0.000002453247134326375"
"2_seed_693_26_Sep_2024_19_46","finished","-","","","2024-09-26T14:14:20.000Z","411","","23","Jovita","tucker","output/gear_inv/tucker/2_693","693","4","jacobi","5","gauss-jacobi","[2,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","2_seed_693","40000","110.96149532111352","0.001555025780451995","0.008576844886485906","0.018920232572839767","0.001678597731281756","0.011797206739744067","0.023535746805029924","0.001949602975169226","0.0041310247749112294","0.04564087167000286","0.05427543113893469","0.003738292886419499","0.0000032716554869693937","3.3259599518942196e-8","0.0000031359309105027933","0.009012135219573976","4.525162696838379","0.00006410912465071306"
"2_seed_105_26_Sep_2024_19_39","finished","-","","","2024-09-26T14:07:14.000Z","412","","23","Jovita","tucker","output/gear_inv/tucker/2_105","105","4","jacobi","5","gauss-jacobi","[2,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","2_seed_105","40000","110.95277340957512","0.000979358870614927","0.012080186169446843","0.026648486112797347","0.001140263099721978","0.015292732532715162","0.03050941538851394","0.0013243556155626108","0.0036805321435762206","0.04993854537224285","0.05938615940832584","0.0033306280838911106","0.0000012047678410453957","2.9869063666865265e-8","9.770765245775692e-7","0.009012843656539916","4.564242601394653","0.00002184831282647792"
"2_seed_755_26_Sep_2024_19_32","finished","-","","","2024-09-26T14:00:10.000Z","412","","23","Jovita","tucker","output/gear_inv/tucker/2_755","755","4","jacobi","5","gauss-jacobi","[2,16,25]","2","uniform","meshes/gear.mesh","1500","20","20","100","100","1","0","1","0","external","quadrilateral","fem_output_gear_forward_sin.csv","1000","5000","100","5000","tanh","float32","40000","0.99","1000","0.003","true","false","[2,30,30,30,2]","true","false","10","starslab-iisc","gear_inverse_experiment_tucker","true","2_seed_755","40000","110.95718614854805","0.0008784434049681719","0.009446545737391648","0.020838763522823538","0.0009916634056821591","0.012176593526702409","0.024292633715296875","0.001151764886878587","0.00230814757983977","0.04521726145958416","0.05377168031288636","0.0020887145801992465","0.0000012399499382809154","2.8869820312138472e-8","0.0000010943825827780529","0.009012485218048096","4.5200629234313965","0.00002337219484616071"
